Date,Time,"Mem√≥ria virtual comprometida [MB]","Mem√≥ria virtual dispon√≠vel [MB]","Carga da mem√≥ria virtual [%]","Mem√≥ria f√≠sica utilizada [MB]","Mem√≥ria f√≠sica dispon√≠vel [MB]","Carga da mem√≥ria f√≠sica [%]","Utiliza√ß√£o do arquivo de pagina√ß√£o [%]","Page File Total [MB]","Page File Used [MB]","Core VIDs (avg) [V]","Core 0 VID [V]","Core 1 VID [V]","Core 2 VID [V]","Core 3 VID [V]","Rel√≥gios n√∫cleo (avg) [MHz]","Core 0 Rel√≥gio [MHz]","Core 1 Rel√≥gio [MHz]","Core 2 Rel√≥gio [MHz]","Core 3 Rel√≥gio (perf #1) [MHz]","Rel√≥gio de barramento [MHz]","Rel√≥gios efetivos n√∫cleo (avg) [MHz]","Core 0 T0 Rel√≥gio efetivo [MHz]","Core 0 T1 Rel√≥gio efetivo [MHz]","Core 1 T0 Rel√≥gio efetivo [MHz]","Core 1 T1 Rel√≥gio efetivo [MHz]","Core 2 T0 Rel√≥gio efetivo [MHz]","Core 2 T1 Rel√≥gio efetivo [MHz]","Core 3 T0 Rel√≥gio efetivo [MHz]","Core 3 T1 Rel√≥gio efetivo [MHz]","Rel√≥gio efetivo m√©dio [MHz]","Uso do n√∫cleo (avg) [%]","Core 0 T0 Uso [%]","Core 0 T1 Uso [%]","Core 1 T0 Uso [%]","Core 1 T1 Uso [%]","Core 2 T0 Uso [%]","Core 2 T1 Uso [%]","Core 3 T0 Uso [%]","Core 3 T1 Uso [%]","Uso m√°ximo de CPU / thread [%]","Uso total da CPU [%]","Utiliza√ß√£o do n√∫cleo (avg) [%]","Core 0 T0 Utiliza√ß√£o [%]","Core 0 T1 Utiliza√ß√£o [%]","Core 1 T0 Utiliza√ß√£o [%]","Core 1 T1 Utiliza√ß√£o [%]","Core 2 T0 Utiliza√ß√£o [%]","Core 2 T1 Utiliza√ß√£o [%]","Core 3 T0 Utiliza√ß√£o [%]","Core 3 T1 Utiliza√ß√£o [%]","Utiliza√ß√£o total da CPU [%]","Rela√ß√£o do rel√≥gio do n√∫cleo (avg) [x]","Core 0 Rela√ß√£o [x]","Core 1 Rela√ß√£o [x]","Core 2 Rela√ß√£o [x]","Core 3 Rela√ß√£o [x]","Rel√≥gio da mem√≥ria [MHz]","Rela√ß√£o do rel√≥gio da mem√≥ria [x]","Tcas [T]","Trcd [T]","Trp [T]","Tras [T]","Trc [T]","Trfc [T]","Command Rate [T]","CPU (Tctl/Tdie) [¬∞C]","CPU SOC [¬∞C]","APU GFX [¬∞C]","Temperaturas centrais (avg) [¬∞C]","Core0 [¬∞C]","Core1 [¬∞C]","Core2 [¬∞C]","Core3 [¬∞C]","L3 Cache [¬∞C]","Tens√£o do n√∫cleo da CPU (SVI2 TFN) [V]","SoC Voltagem (SVI2 TFN) [V]","CPU Core VID (Effective) [V]","Corrente do n√∫cleo da CPU (SVI2 TFN) [A]","Corrente do SoC (SVI2 TFN) [A]","CPU TDC [A]","Pot√™ncia total da CPU [W]","Pot√™ncia dos n√∫cleos (avg) [W]","Core 0 Pot√™ncia [W]","Core 1 Pot√™ncia [W]","Core 2 Pot√™ncia [W]","Core 3 Pot√™ncia [W]","CPU Pot√™ncia do n√∫cleo (SVI2 TFN) [W]","Pot√™ncia da SoC CPU (SVI2 TFN) [W]","Core+SoC Pot√™ncia (SVI2 TFN) [W]","APU STAPM [W]","Infinity Fabric Rel√≥gio (FCLK) [MHz]","Rel√≥gio do controlador de mem√≥ria (UCLK) [MHz]","Limite de CPU TDC [%]","CPU PPT FAST Limit [%]","CPU PPT SLOW Limit [%]","APU STAPM Limit [%]","Estrangulamento t√©rmico (HTC) [Yes/No]","Estrangulamento t√©rmico (PROCHOT CPU) [Yes/No]","Estrangulamento t√©rmico (PROCHOT EXT) [Yes/No]","CPU [RPM]","Temperatura do disco [¬∞C]","Vida restante do disco [%]","Reserva dispon√≠vel do disco [%]","Falha de disco [Yes/No]","Aviso de disco [Yes/No]","Total de grava√ß√µes de host [GB]","Total de leituras de host [GB]","Atividade de leitura [%]","Atividade de grava√ß√£o [%]","Atividade total [%]","Taxa de leituras [MB/s]","Taxa de grava√ß√µes [MB/s]","Leia total [MB]","Gravar total [MB]","Temperatura GPU [¬∞C]","GPU Core Voltage (VDDCR_GFX) [V]","GPU Clock [MHz]","Rel√≥gio de mem√≥ria GPU [MHz]","GPU SoC Rel√≥gio [MHz]","GPU VCN Rel√≥gio [MHz]","Utiliza√ß√£o de GPU [%]","Utiliza√ß√£o de D3D GPU [%]","Utiliza√ß√µes de D3D GPU (avg) [%]","GPU Video Decode 0 Uso [%]","GPU Computing (High Priority Compute) Uso [%]","GPU Computing (Compute 0) Uso [%]","GPU Computing (Compute 1) Uso [%]","Mem√≥ria dedicada D3D GPU [MB]","Mem√≥ria din√¢mica D3D GPU [MB]","Velocidade do link PCIe [GT/s]","Uso de mem√≥ria GPU [MB]","Taxa de quadros [FPS]","Voltagem da bateria [V]","Capacidade restante [Wh]","N√≠vel de carga [%]","Taxa de carga [W]","N√≠vel de desgaste [%]","Tempo restante estimado [minutos]","Taxa de quadros Presented (avg) [FPS]","Taxa de quadros Presented (99%) [FPS]","Taxa de quadros Presented (1%) [FPS]","Taxa de quadros Presented (0.1%) [FPS]","Taxa de quadros Presented (1% low) [FPS]","Taxa de quadros Presented (0.1% low) [FPS]","Taxa de quadros Displayed (avg) [FPS]","Taxa de quadros Displayed (99%) [FPS]","Taxa de quadros Displayed (1%) [FPS]","Taxa de quadros Displayed (0.1%) [FPS]","Taxa de quadros Displayed (1% low) [FPS]","Taxa de quadros Displayed (0.1% low) [FPS]","Frame Time Presented (avg) [ms]","Frame Time Presented (99%) [ms]","Frame Time Presented (1%) [ms]","Frame Time Presented (0.1%) [ms]","Frame Time Displayed (1% high) [ms]","Frame Time Displayed (0.1% high) [ms]","GPU Busy (avg) [ms]","GPU Wait (avg) [ms]","CPU Busy (avg) [ms]","CPU Wait (avg) [ms]","Animation Error (avg) [ms]","Total download [MB]","Total upload [MB]","Taxa de download atual [KB/s]","Taxa de upload atual [KB/s]","Total de erros []",
16.6.2026,23:6:34.867,4097,8905,31.5,3522,2568,57.8,1.3,6912,90,0.719,0.719,0.719,0.719,0.719,1397.5,1397.5,1397.5,1397.5,1397.5,99.8,150.3,487.1,200.3,218.0,187.7,97.4,11.5,0.2,0.2,150.3,8.0,26.1,12.9,9.7,8.4,3.5,2.4,0.5,0.5,26.1,8.0,6.8,22.6,9.1,9.7,8.3,4.3,0.5,0.0,0.0,6.8,14.0,14.0,14.0,14.0,14.0,1197.8,12.00,17,17,17,39,56,421,2,48.9,43.7,42.1,42.6,42.9,42.6,42.6,42.0,43.2,0.801,0.808,1.269,1.880,0.899,1.520,3.309,0.175,0.357,0.233,0.110,0.001,1.718,0.772,2.490,5.656,578.0,578.0,4.3,15.2,19.1,37.7,N„o,N„o,N„o,2300,41,82.0,100.0,N„o,N„o,42375,86075,0.8,0.2,1.0,0.173,0.012,21412,7132,42.0,0.682,200.0,400.0,199.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,120,29,8.0,117,0.0,7.850,9.333,53.2,-10.024,52.7,55.9,20.4,64.1,4.7,4.1,4.0,4.0,20.4,60.8,4.7,4.1,4.0,4.0,49.07,214.70,15.49,15.49,249.32,249.32,0.63,48.44,48.80,0.27,47.50,166,6,0.0,0.0,0,
16.6.2026,23:6:36.717,4111,8891,31.6,3525,2565,57.8,1.3,6912,90,1.038,1.156,1.006,0.994,0.994,2725.1,2515.5,3144.3,2096.2,3144.3,99.8,447.5,784.6,530.1,673.8,494.2,486.5,333.9,134.9,142.2,447.5,19.3,36.7,25.0,28.8,21.8,19.2,12.9,4.8,5.3,36.7,19.3,20.8,37.0,24.7,31.4,22.9,22.4,15.4,5.9,6.5,20.8,27.3,25.2,31.5,21.0,31.5,1197.8,12.00,17,17,17,39,56,421,2,46.5,44.4,42.3,43.5,44.0,43.7,43.8,42.7,44.1,0.802,0.826,1.013,3.471,1.072,2.298,5.218,0.463,0.630,0.573,0.422,0.227,3.047,0.946,3.994,5.650,634.5,634.5,6.6,20.6,19.4,37.7,N„o,N„o,N„o,2300,41,82.0,100.0,N„o,N„o,42375,86075,1.2,0.2,1.4,0.431,0.080,21413,7132,42.0,0.682,200.0,400.0,199.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,120,29,8.0,117,0.0,7.850,9.333,53.2,-10.024,52.7,55.9,29.6,80.3,3.1,2.4,2.4,2.4,29.5,60.5,3.2,2.5,2.4,2.4,33.82,319.71,12.45,12.26,419.36,419.36,1.22,32.60,33.50,0.32,33.24,166,6,0.0,0.0,0,
16.6.2026,23:6:38.742,4109,8893,31.6,3522,2568,57.8,1.3,6912,90,0.897,1.031,0.731,1.094,0.731,2315.8,1397.5,2715.1,2575.4,2575.4,99.8,321.0,627.9,541.9,467.1,285.3,178.3,88.0,123.8,256.1,321.0,14.0,33.0,25.3,21.6,13.0,6.6,2.4,3.1,7.3,33.0,14.0,14.9,29.0,25.5,21.8,13.2,8.2,4.0,5.5,11.7,14.9,23.2,14.0,27.2,25.8,25.8,1197.8,12.00,17,17,17,39,56,421,2,45.6,44.6,42.5,43.6,43.7,43.7,43.5,43.4,44.2,0.799,0.819,0.719,2.718,1.069,3.059,5.062,0.350,0.536,0.378,0.160,0.327,2.389,0.943,3.332,5.655,614.6,614.6,8.7,18.6,21.0,37.7,N„o,N„o,N„o,2300,42,82.0,100.0,N„o,N„o,42375,86075,0.2,2.3,2.5,0.032,1.672,21413,7135,42.0,0.684,200.0,400.0,199.0,0.0,60.0,2.4,0.0,0.0,0.0,0.0,0.0,122,29,8.0,119,0.0,7.850,9.325,53.2,-5.149,52.7,108.7,11.9,77.1,2.0,1.9,1.9,1.9,11.8,60.5,2.0,1.9,1.9,1.9,84.19,507.98,12.94,12.94,516.96,516.96,1.86,82.33,83.88,0.31,72.54,166,6,1.3,0.0,0,
16.6.2026,23:6:40.759,4110,8892,31.6,3522,2568,57.8,1.3,6912,90,0.905,0.900,0.906,0.906,0.906,1339.3,1397.5,1319.8,1319.8,1319.8,99.8,386.6,643.8,482.3,606.9,472.1,324.5,235.4,235.5,92.4,386.6,18.1,34.9,24.3,30.3,21.8,12.4,8.6,8.9,3.2,34.9,18.1,18.1,30.3,22.7,28.5,22.1,15.4,10.5,11.0,4.2,18.1,13.4,14.0,13.2,13.2,13.2,1197.8,12.00,17,17,17,39,56,421,2,45.8,44.3,42.5,43.5,43.5,43.8,43.6,43.1,44.1,0.772,0.806,1.150,2.685,0.974,2.559,4.900,0.345,0.412,0.440,0.344,0.185,2.278,0.832,3.110,5.650,580.2,580.2,7.3,17.7,20.9,37.7,N„o,N„o,N„o,2300,42,82.0,100.0,N„o,N„o,42375,86075,0.0,0.9,0.9,0.000,0.102,21413,7135,42.0,0.684,200.0,400.0,199.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,122,32,8.0,119,0.0,7.850,9.325,53.2,-4.772,52.7,117.2,35.9,114.5,4.3,3.3,3.2,3.2,35.8,62.5,4.4,3.4,3.3,3.3,27.87,232.01,8.76,8.67,308.84,308.84,1.06,26.82,27.55,0.32,23.90,166,6,0.0,0.0,0,
16.6.2026,23:6:42.765,4105,8897,31.5,3522,2568,57.8,1.3,6912,90,0.858,1.219,0.738,0.738,0.738,1970.9,1397.5,2715.1,2262.6,1508.4,99.8,218.5,644.0,442.2,300.7,315.0,3.5,1.1,39.8,1.4,218.5,9.2,28.0,18.6,13.1,14.0,0.2,0.0,0.0,0.0,28.0,9.2,10.0,29.7,20.2,13.6,14.4,0.2,0.0,1.9,0.1,10.0,19.7,14.0,27.2,22.7,15.1,1197.8,12.00,17,17,17,39,56,421,2,54.4,44.8,42.7,43.6,44.4,43.9,43.4,43.0,44.2,0.847,0.810,1.094,2.312,0.980,2.712,4.371,0.328,0.799,0.471,0.004,0.039,2.331,0.838,3.169,5.649,591.5,591.5,7.7,17.5,21.3,37.7,N„o,N„o,N„o,2400,45,82.0,100.0,N„o,N„o,42375,86075,0.0,0.7,0.7,0.000,0.069,21413,7136,42.0,0.681,200.0,400.0,199.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,122,32,8.0,119,0.0,7.850,9.317,53.1,-4.293,52.7,130.2,26.8,72.3,3.3,2.9,2.9,2.9,26.7,61.0,3.3,2.9,2.9,2.9,37.27,300.04,13.83,13.61,349.37,349.37,0.87,36.40,36.94,0.34,42.49,166,6,0.0,0.0,0,
16.6.2026,23:6:44.791,4145,8857,31.8,3555,2536,58.3,1.3,6912,90,0.913,0.706,0.931,1.006,1.006,2826.2,3194.2,3119.4,2495.5,2495.5,99.8,703.8,1132.7,1667.7,706.7,664.8,538.6,429.2,241.8,249.0,703.8,27.7,42.9,65.5,30.0,26.8,21.0,17.3,9.1,9.1,65.5,27.7,32.7,55.3,79.0,33.2,29.7,23.9,19.7,10.2,10.2,32.7,28.3,32.0,31.2,25.0,25.0,1197.8,12.00,17,17,17,39,56,421,2,52.0,46.3,42.9,45.1,46.9,45.0,45.0,43.6,45.6,0.888,0.809,0.912,4.836,1.074,3.240,7.440,0.892,1.887,0.793,0.559,0.330,4.551,0.927,5.478,5.652,592.1,592.1,9.3,25.8,22.1,37.7,N„o,N„o,N„o,2300,42,82.0,100.0,N„o,N„o,42375,86075,0.2,1.2,1.3,0.263,0.545,21414,7137,42.0,0.681,200.0,400.0,199.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,126,32,8.0,128,0.0,7.850,9.317,53.1,-6.829,52.7,81.8,18.3,114.2,1.3,1.0,0.9,0.9,18.4,60.5,1.4,1.0,1.0,1.0,54.50,745.21,8.86,8.40,1057.17,1057.17,1.45,53.05,54.17,0.33,73.02,166,6,0.0,0.0,0,
16.6.2026,23:6:46.762,4182,8820,32.1,3586,2504,58.8,1.3,6912,90,0.994,1.256,1.269,0.725,0.725,2146.1,3693.3,1641.5,1641.5,1608.2,99.8,553.2,999.7,775.9,673.7,543.4,467.9,454.7,324.5,185.8,553.2,21.0,42.3,32.2,24.7,19.6,16.9,15.2,10.9,5.9,42.3,21.0,26.6,45.6,36.6,31.6,26.8,23.5,22.0,16.6,10.4,26.7,21.5,37.0,16.4,16.4,16.1,1197.8,12.00,17,17,17,39,56,421,2,50.1,46.7,43.5,46.2,46.8,46.6,46.0,45.3,46.7,0.837,0.819,1.288,4.407,1.157,5.340,6.872,0.780,1.194,0.899,0.659,0.367,4.254,1.032,5.286,5.683,621.2,621.2,15.3,25.6,26.5,37.9,N„o,N„o,N„o,2300,42,82.0,100.0,N„o,N„o,42375,86075,0.2,1.0,1.2,0.081,0.165,21414,7137,43.0,0.683,200.0,400.0,199.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,126,39,8.0,123,0.0,7.850,9.310,53.1,-6.232,52.7,89.6,3.1,5.1,1.8,1.8,1.8,1.8,3.1,5.0,1.8,1.8,1.8,1.8,327.26,561.01,196.82,196.44,568.03,568.03,0.75,326.50,327.00,0.27,306.18,166,6,0.0,0.0,0,
16.6.2026,23:6:48.746,4141,8861,31.8,3565,2525,58.5,1.3,6912,90,1.267,1.262,1.269,1.269,1.269,1971.4,3693.3,1397.5,1397.5,1397.5,99.8,571.1,662.2,448.8,1582.8,1180.4,305.7,139.2,77.5,172.3,571.1,18.7,23.5,16.7,48.8,36.4,10.6,4.7,3.0,5.7,48.8,18.7,26.8,30.8,21.0,74.6,55.4,14.4,6.5,3.6,8.2,26.8,19.8,37.0,14.0,14.0,14.0,1197.8,12.00,17,17,17,39,56,421,2,67.2,47.6,44.0,48.4,47.5,53.1,46.3,46.8,48.5,1.019,0.914,0.713,5.995,1.494,5.245,9.392,1.220,0.929,3.343,0.377,0.232,6.722,1.451,8.173,5.712,873.2,873.2,15.0,35.2,29.4,38.1,N„o,N„o,N„o,2300,43,82.0,100.0,N„o,N„o,42375,86075,0.8,0.5,1.2,1.071,0.183,21416,7137,44.0,0.681,200.0,400.0,199.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,122,32,8.0,119,0.0,7.850,9.294,53.0,-8.564,52.7,65.1,3.1,5.1,1.8,1.8,1.8,1.8,3.1,5.0,1.8,1.8,1.8,1.8,327.26,561.01,196.82,196.44,568.03,568.03,0.75,326.50,327.00,0.27,306.18,166,6,0.0,0.0,0,
16.6.2026,23:6:50.741,4130,8872,31.7,3557,2533,58.4,1.3,6912,90,1.020,1.075,1.094,1.075,0.838,2188.4,1641.5,3368.9,2245.9,1497.3,99.8,255.3,253.0,550.7,424.3,426.0,341.1,46.8,0.3,0.3,255.3,11.3,11.0,23.7,20.9,19.0,13.3,2.2,0.1,0.1,23.7,11.3,12.0,11.6,26.1,20.1,20.1,16.2,2.1,0.0,0.0,12.0,21.9,16.4,33.8,22.5,15.0,1197.8,12.00,17,17,17,39,56,421,2,64.1,46.1,44.0,45.2,45.3,45.5,45.8,44.3,46.1,0.854,0.782,1.269,2.997,0.905,2.856,3.797,0.390,0.480,0.540,0.538,0.001,2.851,0.745,3.596,5.717,523.0,523.0,8.2,19.1,27.6,38.1,N„o,N„o,N„o,2400,41,82.0,100.0,N„o,N„o,42375,86075,0.2,0.4,0.6,0.008,0.012,21416,7137,44.0,0.682,200.0,400.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122,32,8.0,119,0.0,7.850,9.286,52.9,-5.699,52.7,97.8,3.1,5.1,1.8,1.8,1.8,1.8,3.1,5.0,1.8,1.8,1.8,1.8,327.26,561.01,196.82,196.44,568.03,568.03,0.75,326.50,327.00,0.27,306.18,166,6,0.0,0.0,0,
16.6.2026,23:6:52.805,4146,8857,31.8,3563,2527,58.5,1.3,6912,90,1.117,1.069,1.288,1.281,0.831,2667.4,3693.3,3693.3,1641.5,1641.5,99.8,460.5,439.2,1308.1,1016.7,441.3,271.5,187.2,9.9,9.9,460.5,16.3,14.9,47.3,38.9,14.9,7.6,6.8,0.1,0.1,47.3,16.3,21.7,20.3,62.0,48.0,20.7,12.6,8.7,0.5,0.5,21.7,26.7,37.0,37.0,16.4,16.4,1197.8,12.00,17,17,17,39,56,421,2,61.1,47.6,44.4,46.9,48.1,47.4,46.7,45.3,47.4,0.953,0.834,1.300,4.054,1.138,3.704,7.558,0.805,1.526,1.200,0.484,0.010,4.307,1.015,5.322,5.731,658.9,658.9,10.6,25.3,28.1,38.2,N„o,N„o,N„o,2300,42,82.0,100.0,N„o,N„o,42375,86075,0.4,0.5,0.9,0.032,0.142,21416,7138,44.0,0.680,200.0,1200.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122,32,8.0,119,0.0,7.850,9.286,52.9,-5.942,52.7,93.8,3.1,5.1,1.8,1.8,1.8,1.8,3.1,5.0,1.8,1.8,1.8,1.8,327.26,561.01,196.82,196.44,568.03,568.03,0.75,326.50,327.00,0.27,306.18,166,6,0.0,0.0,0,
